ts,event,ticker,side,rating,price,atr,align,reason,option_symbol,expiration,dte,strike,opt_type,bid,ask,mid,spread_pct,delta,theta,mid_iv,open_interest,volume,breakeven_move,gates,score,rejected,sig_ticker,sig_side,sig_rating,sig_align
2026-07-27T10:15:04,signal,QQQ,SELL,-7,683.48,1.8126,RIDE_both,,,,,,,,,,,,,,,,,,,,,,,
2026-07-27T10:15:06,candidate,,,,,,,,QQQ260727P00685000,2026-07-27,0,685.0,put,2.24,2.24,2.24,0.0,0.518,-0.8052,0.1807,7353,32669,0.72,spread=P;open_interest=P;volume=P;iv=P;breakeven=P,0.5403,,QQQ,SELL,-7,RIDE_both
2026-07-27T10:15:06,candidate,,,,,,,,QQQ260727P00686000,2026-07-27,0,686.0,put,2.67,2.68,2.675,0.0037,0.544,-0.7902,0.184,1485,30446,0.155,spread=P;open_interest=P;volume=P;iv=P;breakeven=P,0.6148,,QQQ,SELL,-7,RIDE_both
2026-07-27T10:15:06,candidate,,,,,,,,QQQ260727P00687000,2026-07-27,0,687.0,put,3.18,3.18,3.18,0.0,0.579,-0.7678,0.1809,1200,37426,-0.34,spread=P;open_interest=P;volume=P;iv=P;breakeven=P,0.6885,,QQQ,SELL,-7,RIDE_both
2026-07-27T10:15:06,candidate,,,,,,,,QQQ260727P00688000,2026-07-27,0,688.0,put,3.73,3.77,3.75,0.0107,0.623,-0.7382,0.1712,1920,45760,-0.77,spread=P;open_interest=P;volume=P;iv=P;breakeven=P,0.7975,,QQQ,SELL,-7,RIDE_both
2026-07-27T10:15:06,candidate,,,,,,,,QQQ260727P00689000,2026-07-27,0,689.0,put,4.35,4.39,4.37,0.0092,0.649,-0.701,0.1762,1078,37116,-1.15,spread=P;open_interest=P;volume=P;iv=P;breakeven=P,0.87,,QQQ,SELL,-7,RIDE_both
2026-07-27T10:15:06,candidate,,,,,,,,QQQ260727P00690000,2026-07-27,0,690.0,put,5.05,5.12,5.085,0.0138,0.684,-0.6572,0.179,6565,39669,-1.435,spread=P;open_interest=P;volume=P;iv=P;breakeven=P,0.8399,,QQQ,SELL,-7,RIDE_both
2026-07-27T10:15:06,candidate,,,,,,,,QQQ260727P00691000,2026-07-27,0,691.0,put,5.73,5.9,5.815,0.0292,0.728,-0.6064,0.1582,1420,19766,-1.705,spread=P;open_interest=P;volume=P;iv=P;breakeven=P,0.6792,,QQQ,SELL,-7,RIDE_both
2026-07-27T10:15:06,candidate,,,,,,,,QQQ260727P00692000,2026-07-27,0,692.0,put,6.59,6.7,6.645,0.0166,0.755,-0.5502,0.1669,1287,11050,-1.875,spread=P;open_interest=P;volume=P;iv=P;breakeven=P,0.7588,,QQQ,SELL,-7,RIDE_both
2026-07-27T10:15:06,candidate,,,,,,,,QQQ260727P00693000,2026-07-27,0,693.0,put,7.39,7.57,7.48,0.0241,0.789,-0.4905,0.1742,1132,2177,-2.04,spread=P;open_interest=P;volume=P;iv=P;breakeven=P,0.668,,QQQ,SELL,-7,RIDE_both
2026-07-27T10:15:06,candidate,,,,,,,,QQQ260728P00685000,2026-07-28,1,685.0,put,4.13,4.18,4.155,0.012,0.503,-0.8409,0.2165,1897,4038,2.635,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,QQQ,SELL,-7,RIDE_both
2026-07-27T10:15:06,candidate,,,,,,,,QQQ260728P00686000,2026-07-28,1,686.0,put,4.56,4.6,4.58,0.0087,0.534,-0.8284,0.2095,1166,2308,2.06,spread=P;open_interest=P;volume=P;iv=P;breakeven=P,0.5483,,QQQ,SELL,-7,RIDE_both
2026-07-27T10:15:06,candidate,,,,,,,,QQQ260728P00687000,2026-07-28,1,687.0,put,5.03,5.07,5.05,0.0079,0.553,-0.8119,0.2117,379,2595,1.53,spread=P;open_interest=F;volume=P;iv=P;breakeven=P,-1.0,open_interest,QQQ,SELL,-7,RIDE_both
2026-07-27T10:15:06,candidate,,,,,,,,QQQ260728P00688000,2026-07-28,1,688.0,put,5.5,5.58,5.54,0.0144,0.586,-0.7886,0.2037,905,4836,1.02,spread=P;open_interest=P;volume=P;iv=P;breakeven=P,0.7232,,QQQ,SELL,-7,RIDE_both
2026-07-27T10:15:06,candidate,,,,,,,,QQQ260728P00689000,2026-07-28,1,689.0,put,6.05,6.13,6.09,0.0131,0.606,-0.7612,0.2068,567,3929,0.57,spread=P;open_interest=P;volume=P;iv=P;breakeven=P,0.7952,,QQQ,SELL,-7,RIDE_both
2026-07-27T10:15:06,candidate,,,,,,,,QQQ260728P00690000,2026-07-28,1,690.0,put,6.62,6.74,6.68,0.018,0.633,-0.729,0.2049,3421,3442,0.16,spread=P;open_interest=P;volume=P;iv=P;breakeven=P,0.8755,,QQQ,SELL,-7,RIDE_both
2026-07-27T10:15:06,candidate,,,,,,,,QQQ260728P00691000,2026-07-28,1,691.0,put,7.21,7.36,7.285,0.0206,0.667,-0.6906,0.1954,398,1742,-0.235,spread=P;open_interest=F;volume=P;iv=P;breakeven=P,-1.0,open_interest,QQQ,SELL,-7,RIDE_both
2026-07-27T10:15:06,candidate,,,,,,,,QQQ260728P00692000,2026-07-28,1,692.0,put,7.18,8.23,7.705,0.1363,0.689,-0.6486,0.1937,538,1696,-0.815,spread=F;open_interest=P;volume=P;iv=P;breakeven=P,-1.0,spread,QQQ,SELL,-7,RIDE_both
2026-07-27T10:15:06,candidate,,,,,,,,QQQ260728P00693000,2026-07-28,1,693.0,put,8.25,8.97,8.61,0.0836,0.724,-0.6016,0.1861,394,403,-0.91,spread=F;open_interest=F;volume=P;iv=P;breakeven=P,-1.0,spread,QQQ,SELL,-7,RIDE_both
2026-07-27T10:15:06,candidate,,,,,,,,QQQ260728P00694000,2026-07-28,1,694.0,put,8.77,9.68,9.225,0.0986,0.746,-0.5544,0.2037,305,738,-1.295,spread=F;open_interest=F;volume=P;iv=P;breakeven=P,-1.0,spread,QQQ,SELL,-7,RIDE_both
2026-07-27T10:15:06,candidate,,,,,,,,QQQ260728P00695000,2026-07-28,1,695.0,put,9.71,10.36,10.035,0.0648,0.78,-0.5027,0.1767,592,608,-1.485,spread=F;open_interest=P;volume=P;iv=P;breakeven=P,-1.0,spread,QQQ,SELL,-7,RIDE_both
2026-07-27T10:15:06,candidate,,,,,,,,QQQ260729P00686000,2026-07-29,2,686.0,put,6.72,6.74,6.73,0.003,0.523,-0.8225,0.2449,464,73,4.21,spread=P;open_interest=F;volume=F;iv=P;breakeven=F,-1.0,open_interest,QQQ,SELL,-7,RIDE_both
2026-07-27T10:15:06,candidate,,,,,,,,QQQ260729P00687000,2026-07-29,2,687.0,put,7.18,7.21,7.195,0.0042,0.539,-0.8096,0.2472,1063,840,3.675,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,QQQ,SELL,-7,RIDE_both
