ts,event,ticker,side,rating,price,atr,align,reason,option_symbol,expiration,dte,strike,opt_type,bid,ask,mid,spread_pct,delta,theta,mid_iv,open_interest,volume,breakeven_move,gates,score,rejected,sig_ticker,sig_side,sig_rating,sig_align
2026-07-13T12:56:08,signal,SPY,BUY,7,749.34,0.85,RIDE_both,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13T12:56:11,candidate,,,,,,,,SPY260713C00749000,2026-07-13,0,749.0,call,1.7,1.7,1.7,0.0,0.771,-0.3349,0.169,1567,28183,1.36,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,SPY,BUY,7,RIDE_both
2026-07-13T12:56:11,candidate,,,,,,,,SPY260713C00750000,2026-07-13,0,750.0,call,1.07,1.06,1.065,-0.0094,0.673,-0.4898,0.1588,4724,78741,1.725,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,SPY,BUY,7,RIDE_both
2026-07-13T12:56:11,candidate,,,,,,,,SPY260713C00751000,2026-07-13,0,751.0,call,0.57,0.6,0.585,0.0513,0.536,-0.7139,0.1496,3898,171948,2.245,spread=F;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,spread,SPY,BUY,7,RIDE_both
2026-07-13T12:56:11,candidate,,,,,,,,SPY260714C00746000,2026-07-14,1,746.0,call,5.3,5.38,5.34,0.015,0.785,-0.7658,0.1611,503,930,2.0,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,SPY,BUY,7,RIDE_both
2026-07-13T12:56:11,candidate,,,,,,,,SPY260714C00747000,2026-07-14,1,747.0,call,4.6,4.63,4.615,0.0065,0.746,-0.9192,0.1564,3437,1263,2.275,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,SPY,BUY,7,RIDE_both
2026-07-13T12:56:11,candidate,,,,,,,,SPY260714C00748000,2026-07-14,1,748.0,call,3.9,3.91,3.905,0.0026,0.701,-0.9696,0.1523,930,976,2.565,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,SPY,BUY,7,RIDE_both
2026-07-13T12:56:11,candidate,,,,,,,,SPY260714C00749000,2026-07-14,1,749.0,call,3.19,3.24,3.215,0.0156,0.648,-1.0015,0.1473,1178,3511,2.875,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,SPY,BUY,7,RIDE_both
2026-07-13T12:56:11,candidate,,,,,,,,SPY260714C00750000,2026-07-14,1,750.0,call,2.63,2.64,2.635,0.0038,0.588,-1.017,0.1436,2725,8485,3.295,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,SPY,BUY,7,RIDE_both
2026-07-13T12:56:11,candidate,,,,,,,,SPY260714C00751000,2026-07-14,1,751.0,call,2.08,2.09,2.085,0.0048,0.521,-1.013,0.1401,922,16942,3.745,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,SPY,BUY,7,RIDE_both
2026-07-13T12:56:11,candidate,,,,,,,,SPY260715C00745000,2026-07-15,2,745.0,call,6.69,6.78,6.735,0.0134,0.778,-0.6388,0.1684,799,531,2.395,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,SPY,BUY,7,RIDE_both
2026-07-13T12:56:11,candidate,,,,,,,,SPY260715C00746000,2026-07-15,2,746.0,call,5.91,5.95,5.93,0.0067,0.745,-0.6705,0.1492,658,1949,2.59,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,SPY,BUY,7,RIDE_both
2026-07-13T12:56:11,candidate,,,,,,,,SPY260715C00747000,2026-07-15,2,747.0,call,5.17,5.19,5.18,0.0039,0.709,-0.6968,0.1394,1008,815,2.84,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,SPY,BUY,7,RIDE_both
2026-07-13T12:56:11,candidate,,,,,,,,SPY260715C00748000,2026-07-15,2,748.0,call,4.47,4.56,4.515,0.0199,0.668,-0.7168,0.1358,826,586,3.175,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,SPY,BUY,7,RIDE_both
2026-07-13T12:56:11,candidate,,,,,,,,SPY260715C00749000,2026-07-15,2,749.0,call,3.86,3.87,3.865,0.0026,0.624,-0.729,0.1329,652,561,3.525,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,SPY,BUY,7,RIDE_both
2026-07-13T12:56:11,candidate,,,,,,,,SPY260715C00750000,2026-07-15,2,750.0,call,3.28,3.31,3.295,0.0091,0.576,-0.7325,0.1295,7703,2642,3.955,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,SPY,BUY,7,RIDE_both
2026-07-13T12:56:11,candidate,,,,,,,,SPY260715C00751000,2026-07-15,2,751.0,call,2.73,2.73,2.73,0.0,0.524,-0.7247,0.1273,1771,3043,4.39,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,SPY,BUY,7,RIDE_both
2026-07-13T12:56:11,no_trade,SPY,,,,,,no contract passed gates (see decision log),,,,,,,,,,,,,,,,,,,,,,
2026-07-13T13:04:03,signal,SPY,BUY,7,750.22,0.85,RIDE_both,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13T13:04:05,candidate,,,,,,,,SPY260713C00749000,2026-07-13,0,749.0,call,1.88,1.9,1.89,0.0106,0.771,-0.3349,0.169,1567,33639,0.67,spread=P;open_interest=P;volume=P;iv=P;breakeven=P,0.5778,,SPY,BUY,7,RIDE_both
2026-07-13T13:04:05,candidate,,,,,,,,SPY260713C00750000,2026-07-13,0,750.0,call,1.17,1.18,1.175,0.0085,0.673,-0.4898,0.1588,4724,104355,0.955,spread=P;open_interest=P;volume=P;iv=P;breakeven=P,0.6493,,SPY,BUY,7,RIDE_both
2026-07-13T13:04:05,candidate,,,,,,,,SPY260713C00751000,2026-07-13,0,751.0,call,0.64,0.65,0.645,0.0155,0.536,-0.7139,0.1496,3898,202451,1.425,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,SPY,BUY,7,RIDE_both
2026-07-13T13:04:05,candidate,,,,,,,,SPY260714C00746000,2026-07-14,1,746.0,call,5.49,5.56,5.525,0.0127,0.785,-0.7658,0.1611,503,947,1.305,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,SPY,BUY,7,RIDE_both
2026-07-13T13:04:05,candidate,,,,,,,,SPY260714C00747000,2026-07-14,1,747.0,call,4.76,4.78,4.77,0.0042,0.746,-0.9192,0.1564,3437,1310,1.55,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,SPY,BUY,7,RIDE_both
2026-07-13T13:04:05,candidate,,,,,,,,SPY260714C00748000,2026-07-14,1,748.0,call,3.99,4.03,4.01,0.01,0.701,-0.9696,0.1523,930,1196,1.79,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,SPY,BUY,7,RIDE_both
2026-07-13T13:04:05,candidate,,,,,,,,SPY260714C00749000,2026-07-14,1,749.0,call,3.32,3.36,3.34,0.012,0.648,-1.0015,0.1473,1178,4606,2.12,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,SPY,BUY,7,RIDE_both
