ts,event,ticker,side,rating,price,atr,align,reason,option_symbol,expiration,dte,strike,opt_type,bid,ask,mid,spread_pct,delta,theta,mid_iv,open_interest,volume,breakeven_move,gates,score,rejected,sig_ticker,sig_side,sig_rating,sig_align
2026-07-16T09:35:05,signal,QQQ,SELL,-7,711.28,1.3211,RIDE_both,,,,,,,,,,,,,,,,,,,,,,,
2026-07-16T09:35:07,candidate,,,,,,,,QQQ260716P00720000,2026-07-16,0,720.0,put,4.53,4.64,4.585,0.024,0.617,-1.5693,0.2217,6084,0,-4.135,spread=P;open_interest=P;volume=F;iv=P;breakeven=P,-1.0,volume,QQQ,SELL,-7,RIDE_both
2026-07-16T09:35:07,candidate,,,,,,,,QQQ260717P00718000,2026-07-17,1,718.0,put,4.83,4.97,4.9,0.0286,0.507,-1.2578,0.2253,4993,0,-1.82,spread=P;open_interest=P;volume=F;iv=P;breakeven=P,-1.0,volume,QQQ,SELL,-7,RIDE_both
2026-07-16T09:35:07,candidate,,,,,,,,QQQ260717P00719000,2026-07-17,1,719.0,put,5.28,5.44,5.36,0.0299,0.541,-1.2271,0.2218,1747,0,-2.36,spread=P;open_interest=P;volume=F;iv=P;breakeven=P,-1.0,volume,QQQ,SELL,-7,RIDE_both
2026-07-16T09:35:07,candidate,,,,,,,,QQQ260717P00720000,2026-07-17,1,720.0,put,5.78,5.94,5.86,0.0273,0.57,-1.1889,0.2232,20884,0,-2.86,spread=P;open_interest=P;volume=F;iv=P;breakeven=P,-1.0,volume,QQQ,SELL,-7,RIDE_both
2026-07-16T09:35:07,candidate,,,,,,,,QQQ260717P00721000,2026-07-17,1,721.0,put,6.31,6.47,6.39,0.025,0.61,-1.1431,0.2163,2012,0,-3.33,spread=P;open_interest=P;volume=F;iv=P;breakeven=P,-1.0,volume,QQQ,SELL,-7,RIDE_both
2026-07-16T09:35:07,candidate,,,,,,,,QQQ260717P00722000,2026-07-17,1,722.0,put,6.87,7.07,6.97,0.0287,0.645,-1.0905,0.2133,2707,0,-3.75,spread=P;open_interest=P;volume=F;iv=P;breakeven=P,-1.0,volume,QQQ,SELL,-7,RIDE_both
2026-07-16T09:35:07,candidate,,,,,,,,QQQ260717P00723000,2026-07-17,1,723.0,put,7.48,7.92,7.7,0.0571,0.674,-1.0319,0.2153,2882,0,-4.02,spread=F;open_interest=P;volume=F;iv=P;breakeven=P,-1.0,spread,QQQ,SELL,-7,RIDE_both
2026-07-16T09:35:07,candidate,,,,,,,,QQQ260717P00724000,2026-07-17,1,724.0,put,8.02,8.9,8.46,0.104,0.712,-0.968,0.205,2849,0,-4.26,spread=F;open_interest=P;volume=F;iv=P;breakeven=P,-1.0,spread,QQQ,SELL,-7,RIDE_both
2026-07-16T09:35:07,candidate,,,,,,,,QQQ260717P00725000,2026-07-17,1,725.0,put,8.62,9.2,8.91,0.0651,0.743,-0.9004,0.2071,15380,0,-4.81,spread=F;open_interest=P;volume=F;iv=P;breakeven=P,-1.0,spread,QQQ,SELL,-7,RIDE_both
2026-07-16T09:35:07,candidate,,,,,,,,QQQ260717P00726000,2026-07-17,1,726.0,put,9.36,9.96,9.66,0.0621,0.769,-0.8303,0.208,3040,0,-5.06,spread=F;open_interest=P;volume=F;iv=P;breakeven=P,-1.0,spread,QQQ,SELL,-7,RIDE_both
2026-07-16T09:35:07,no_trade,QQQ,,,,,,no contract passed gates (see decision log),,,,,,,,,,,,,,,,,,,,,,
2026-07-16T11:45:11,signal,QQQ,SELL,-7,710.35,1.5129,RIDE_both,,,,,,,,,,,,,,,,,,,,,,,
2026-07-16T11:45:14,candidate,,,,,,,,QQQ260716P00712000,2026-07-16,0,712.0,put,2.76,2.78,2.77,0.0072,0.571,-1.2544,0.2829,0,66783,1.12,spread=P;open_interest=P;volume=P;iv=P;breakeven=P,0.5943,,QQQ,SELL,-7,RIDE_both
2026-07-16T11:45:14,candidate,,,,,,,,QQQ260716P00713000,2026-07-16,0,713.0,put,3.41,3.46,3.435,0.0146,0.651,-0.8965,0.2776,0,27207,0.785,spread=P;open_interest=P;volume=P;iv=P;breakeven=P,0.7464,,QQQ,SELL,-7,RIDE_both
2026-07-16T11:45:14,candidate,,,,,,,,QQQ260716P00714000,2026-07-16,0,714.0,put,4.14,4.22,4.18,0.0191,0.726,-0.6261,0.2736,0,9045,0.53,spread=P;open_interest=P;volume=P;iv=P;breakeven=P,0.7185,,QQQ,SELL,-7,RIDE_both
2026-07-16T11:45:14,candidate,,,,,,,,QQQ260716P00715000,2026-07-16,0,715.0,put,4.97,5.07,5.02,0.0199,0.792,-0.4284,0.2725,12826,15704,0.37,spread=P;open_interest=P;volume=P;iv=P;breakeven=P,0.6706,,QQQ,SELL,-7,RIDE_both
2026-07-16T11:45:14,candidate,,,,,,,,QQQ260717P00712000,2026-07-17,1,712.0,put,4.74,4.77,4.755,0.0063,0.523,-1.7492,0.2406,3413,13805,3.105,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,QQQ,SELL,-7,RIDE_both
2026-07-16T11:45:14,candidate,,,,,,,,QQQ260717P00713000,2026-07-17,1,713.0,put,5.27,5.31,5.29,0.0076,0.563,-1.6871,0.2367,5665,4508,2.64,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,QQQ,SELL,-7,RIDE_both
2026-07-16T11:45:14,candidate,,,,,,,,QQQ260717P00714000,2026-07-17,1,714.0,put,5.84,5.89,5.865,0.0085,0.604,-1.6033,0.233,5206,2404,2.215,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,QQQ,SELL,-7,RIDE_both
2026-07-16T11:45:14,candidate,,,,,,,,QQQ260717P00715000,2026-07-17,1,715.0,put,6.44,6.54,6.49,0.0154,0.645,-1.5005,0.2298,21667,9926,1.84,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,QQQ,SELL,-7,RIDE_both
2026-07-16T11:45:14,candidate,,,,,,,,QQQ260717P00716000,2026-07-17,1,716.0,put,6.93,7.29,7.11,0.0506,0.687,-1.3793,0.2267,6136,4332,1.46,spread=F;open_interest=P;volume=P;iv=P;breakeven=P,-1.0,spread,QQQ,SELL,-7,RIDE_both
